id_pekerjaan,jenis_pekerjaan,spesifikasi_teknis,satuan,harga_satuan,cabang_itb,kategori_I,kategori_II
AP-029,"Pasang kaca polos , tebal 8 mm","Pasang kaca Polos ukuran 8mm menggunakan Asahimas, berikut dengan aksesoris.",m2,179000,Cirebon,Arsitektural,Pintu dan Jendela
AP-030,"Pasang kaca polos , tebal 10 mm","Pasang kaca Polos ukuran 10mm menggunakan Asahimas, berikut dengan aksesoris",m2,255500,Cirebon,Arsitektural,Pintu dan Jendela
AP-031,"Pasang kaca polos tempered, tebal 5 mm","Pasang kaca Polos ukuran 5mm menggunakan Asahimas, berikut dengan aksesoris.",m2,377400,Cirebon,Arsitektural,Pintu dan Jendela
AP-032,"Pasang kaca polos tempered, tebal 8 mm","Pasang kaca Polos ukuran 8mm menggunakan Asahimas, berikut dengan aksesoris.",m2,618500,Cirebon,Arsitektural,Pintu dan Jendela
AP-033,Pasang Kaca cermin tebal 5 mm,"Kaca cermin menggunakan asahi tebal 5 cm di Bevel, berikut paku khusus kaca cermin.",m2,123700,Cirebon,Arsitektural,Pintu dan Jendela
AP-034,Bevel kaca,Jasa Bevel dan pinggul pinggir kaca uk. 5 mm sampai dengan 10 mm,m1,13100,Cirebon,Arsitektural,Pintu dan Jendela
AP-035,Pasang sticker kaca atau sandblast,"Pasang sandblast kaca takikosai, tipe/motif sesuai permintaan user",m2,159400,Cirebon,Arsitektural,Pintu dan Jendela
AP-036,Pasang Pintu (Range ukuran antara 50~70 cm x 60~90),"Pasang Daun pintu panel alumunium, antara 50~70 cm x 60~90, berikut aksesoris",unit,1463100,Cirebon,Arsitektural,Pintu dan Jendela
AP-037,Pasang daun pintu range uk.antara 70~100 cm x 180~210,Pintu panel kayu solid kamper samarinda oven tanpa finishing,unit,3845800,Cirebon,Arsitektural,Pintu dan Jendela
AP-038,Pasang daun pintu range uk.antara 70~100 cm x 180~210,Pintu bahan multipleks 6 mm rangka kayu kamper banjar lapis HPL,unit,2503400,Cirebon,Arsitektural,Pintu dan Jendela
AP-039,Pasang daun pintu range uk.antara 70~100 cm x 180~210,Pintu bahan multipleks 6 mm rangka kayu kamper banjar lapis Megateak atau teakwood tanpa finishing,unit,2135600,Cirebon,Arsitektural,Pintu dan Jendela
AP-040,Pasang daun pintu range uk.antara 70~100 cm x 180~210,Pintu bahan multipleks 6 mm rangka kayu kamper banjar tanpa lapis sebagai bahan dasar duco,unit,1749800,Cirebon,Arsitektural,Pintu dan Jendela
AP-041,Pasang daun pintu range uk.antara 70~100 cm x 180~210,Pintu Rangka List kayu kamper samarinda panel kaca 5 mm tanpa finishing,unit,4157400,Cirebon,Arsitektural,Pintu dan Jendela
AP-042,Pasang daun pintu range uk.antara 100~160 cm x 210~250,Pintu panel kayu solid kamper samarainda oven tanpa finishing,unit,4028900,Cirebon,Arsitektural,Pintu dan Jendela
AP-043,Pasang daun pintu range uk.antara 70~100 cm x 210~250,Pintu bahan multipleks 6 mm rangka kayu kamper banjar lapis HPL,unit,2468500,Cirebon,Arsitektural,Pintu dan Jendela
AP-044,Pasang daun pintu range uk.antara 70~100 cm x 210~250,Pintu bahan multipleks 6 mm rangka kayu kamper banjar lapis Megateak atau teakwood tanpa finishing,unit,2426800,Cirebon,Arsitektural,Pintu dan Jendela
AP-045,Pasang daun pintu range uk.antara 70~100 cm x 210~250,Pintu bahan multipleks 6 mm rangka kayu kamper banjar tanpa lapis sebagai bahan dasar duco,unit,1988400,Cirebon,Arsitektural,Pintu dan Jendela
AP-046,Pasang daun pintu range uk.antara 70~100 cm x 210~250,Pintu Rangka List kayu kamper samarinda panel kaca 5 mm tanapa finishing,unit,4578700,Cirebon,Arsitektural,Pintu dan Jendela
AP-047,Pasang daun pintu alumunium strip/spandrel (range ukuranantara 70~100 cm x 180~210),"Pasang pintu almunium warna Alexindo spandrel/alumunium strip termasuk handle, kunci, engsel dan slot dekkson.",unit,2486200,Cirebon,Arsitektural,Pintu dan Jendela
AP-048,Pasang daun pintu alumunium panel kaca (range ukuranantara 70~100 cm x 180~210),"Pasang pintu frame almunium warna Alexindo panel kaca 5 mm termasuk handle, kunci, engsel dan slot dekkson.",unit,1997600,Cirebon,Arsitektural,Pintu dan Jendela
AP-049,Pasang Pintu Kaca Frameless Uk. 220x80 cm,"Pasang pintu menggunakan kaca tempered polos 12 mm asahi , pach fitting glase floor hinge dekkson , handel dekkson standart, termasuk assesoris pemasangan",unit,7691700,Cirebon,Arsitektural,Pintu dan Jendela
AP-050,Pasang daun jendela range uk.antara 30~60 cm x 40~80,Daun jendela kayu solid kamper samarainda oven tanpa finishing termasuk kaca 5 mm (bentuk disesuaikan),unit,507200,Cirebon,Arsitektural,Pintu dan Jendela
AP-051,Pasang daun jendela range uk.antara 60~100 cm x 80~120,Daun jendela kayu solid kamper samarainda oven tanpa finishing termasuk kaca 5 mm (bentuk disesuaikan),unit,1014500,Cirebon,Arsitektural,Pintu dan Jendela
AP-052,Pasang daun jendela alumunium range uk.antara 30~60 cm x 40~80,Jendela almunium warna alexindo termasuk kaca 5 mm dan accesories lengkap (bentuk disesuaikan),unit,726200,Cirebon,Arsitektural,Pintu dan Jendela
AP-053,Pasang daun jendela alumunium range uk.antara 60~100 cm x 80~120,Jendela almunium warna alexindo termasuk kaca 5 mm dan accesories lengkap (bentuk disesuaikan),unit,714600,Cirebon,Arsitektural,Pintu dan Jendela
AP-054,Pasang daun jendela alumunium range uk.antara 30~60 cm x 40~80,Jendela almunium warna YKK termasuk kaca 5 mm dan accesories lengkap (bentuk disesuaikan),unit,591300,Cirebon,Arsitektural,Pintu dan Jendela
AP-055,Pasang daun jendela alumunium range uk.antara 60~100 cm x 80~120,Jendela almunium warna YKK termasuk kaca 5 mm dan accesories lengkap (bentuk disesuaikan),unit,1084200,Cirebon,Arsitektural,Pintu dan Jendela
AP-056,Pasang Vertikal blind tipe standard,Pasang vertikal blind menggunakan Onna tipe standard berikut dengan aksesorisnya.,m2,530600,Cirebon,Arsitektural,Pintu dan Jendela
AP-057,Pasang Vertikal blind tipe blackout,Pasang vertikal blind menggunakan Onna tipe blackout berikut dengan aksesorisnya.,m2,564100,Cirebon,Arsitektural,Pintu dan Jendela
AP-058,Pasang Gorden Blackout ,Pasang Gorden menggunakan onna blackout berikut dengan aksesorisnya.,m2,459600,Cirebon,Arsitektural,Pintu dan Jendela
AP-059,Pasang Akrilik,Pasang akrilik menggunakan T=5mm MC,m2,277200,Cirebon,Arsitektural,Pintu dan Jendela
AP-060,Pasang huruf stainless,"Bahan stainless mirror ukuran tinggi huruf maksimal 30 cm, termasuk aksesoris",cm,18000,Cirebon,Arsitektural,Pintu dan Jendela
AP-061,Pek. Sealant Kusen Alumunium,sealant permukaan Kusen Alumunium untuk area yg luar+dalam menggunakan dekkson,m',49100,Cirebon,Arsitektural,Pintu dan Jendela
AP-062,Pasang Relaminate daun pintu range uk.antara 70~100 cm x 210~250,"Laminate daun pintu menggunakan Taco HPL, termasuk bongkar dan pasang pintu",unit,962200,Cirebon,Arsitektural,Pintu dan Jendela
AP-063,Pasang kusen alumunium 2" warna Alexindo ,Pasang kusen alumunium ukuran 2" menggunakan Alexindo warna termasuk aksesoris pemasangan.,m',116000,Cirebon,Arsitektural,Pintu dan Jendela
AP-064,Pasang Kaca film,"Pasang kaca film Takikossai, persentase sesuai permintaan user",m2,168400,Cirebon,Arsitektural,Pintu dan Jendela
AP-065,Pasang Kusen Kayu ,Pasang kusen kayu meranti kaso ukuran 5/10 diserut menjadi 4/9.3 ,m',33300,Cirebon,Arsitektural,Pintu dan Jendela
AP-066,Pek. Pembuatan cutting sticker logo ITB ukuran maksimal 100x100cm,Bahan sandblast menggunakan takikosai,unit,2332000,Cirebon,Arsitektural,Pintu dan Jendela
AP-067,Pekerjaan Pembuatan Mimbar baru uk.103.5x124cm,"Mimbar baru menggunakan rangka bawah kayu kamper samarinda oven, penutup rangka , bagian pinggiran mimbar dan alas mimbar menggunakan multi 18mm kayu meranti lapis teakwood,list pinggiran menggunakan list kayu jati jateng .Finishing mimbar menggunakan melamik 2 komponen dengan bahan dasar ultran.Logo ITB menggunakan logo stainles dia.25cm tebal 3cm, bentuk dan ukuran sesuai gambar dan eksisting.",set,5492200,Cirebon,Arsitektural,Pintu dan Jendela
AP-068,Pasang daun pintu frameless (Uk. 100x220cm),"Pasang pintu menggunakan kaca tempered polos 12 mm asahi , pach fitting glase floor hinge dekkson , handel dekkson standart, termasuk assesoris pemasangan",unit,7692500,Cirebon,Arsitektural,Pintu dan Jendela
AP-069,Pasang rel gorden,Pasang rel gorden rel flexi berikut hanger.,m1,299800,Cirebon,Arsitektural,Pintu dan Jendela
AP-070,Pasang folding door PVC,Pasang folding door plain S10 Onna,m2,1210000,Cirebon,Arsitektural,Pintu dan Jendela
AP-071,Pek. Lapis kusen pintu,Lapis HPL Taco/Violam min t.=0.3 mm,m1,142982,Cirebon,Arsitektural,Pintu dan Jendela
AP-072,Pasang baru Assesoris Nako,"Pasang baru assesoris nako sesuai eksisting , kaca dipakai kembali.",m1,44000,Cirebon,Arsitektural,Pintu dan Jendela
AP-073,Pasang kaca S 5 mm,"Pasang kaca S tebal 5mm, berikut dengan aksesoris.",m2,173000,Cirebon,Arsitektural,Pintu dan Jendela
AS-001,Pasang Kloset duduk,Pasang kloset duduk TOTO tipe CW421J/SW420JP berikut asesorisnya.,set,3648200,Cirebon,Arsitektural,Sanitari
AS-002,Pasang Kloset duduk + Tuas,"Pasang Kloset duduk menggunakan TOTO type CW705L / TV150NSV7J, berikut dengan aksesoris pemasangan",set,6585200,Cirebon,Arsitektural,Sanitari
AS-003,Pasang Kloset jongkok,Pasang kloset jongkok tipe CE7 TOTO sudah termasuk material bantu pasir dan semen.,set,749700,Cirebon,Arsitektural,Sanitari
AS-004,Pasang Kloset jongkok + Tuas,Pasang kloset jongkok dengan menggunakan TOTO type CE9/TV150NWV12 termasuk material bantu.,set,4536900,Cirebon,Arsitektural,Sanitari
AS-005,Pasang Wastafel Meja,"Pemasangan 1 set wastafel tipe LW230J termasuk dengan asesoris Keran t205mb, afur tx709an, stop kran tx277s, tempat sabun ts126ar, braket tl220d, TOTO,",set,2396900,Cirebon,Arsitektural,Sanitari
AS-006,Pasang Wastafel Meja LW240CJ,"Pasang wastafel tipe LW240CJ berikut asesoris (T6JV4, TX277S, THX1A,-3N,PJ1/2"",TX801LN, TX111LRYR) TOTO,",set,3014000,Cirebon,Arsitektural,Sanitari
AS-007,Pemasangan Wastafel Toto type LW240CJ ,"Pasang washtafel menggunakan toto type LW240CJ berikut kran washtafel/Lavatory faucet toto type TX109LD, Waste fittings toto type T 6 JV4 + THX 1A-3N, Stop valve toto type TX277S, Suporting fitting TX 801 LN+ assesories.",set,2910600,Cirebon,Arsitektural,Sanitari
AS-008,Pasang Wastafel Gantung,"Pasang wastafel tipe LW211CJ berikut asesoris tx109ld, t6jv4+thx1a3n, tx277s, t9rav1, TOTO,",set,2737900,Cirebon,Arsitektural,Sanitari
AS-009,Pasang Urinoar,"Pasang urinoar U58JType Muslim berikut asesoris tx921uv4, t62-16, t64bw, t9ra, t60p TOTO, ",set,3867300,Cirebon,Arsitektural,Sanitari
AS-010,Pasang Urinoar,"Pasang urinoar U57M Type dan inlet spud T62-16 + aksesoris TOTO, ",set,3308600,Cirebon,Arsitektural,Sanitari
AS-011,Pasang Sekat Urinal,"Pasang sekat urinal porselin tipe aw115j TOTO, berikut dengan aksesoris pemasangan",set,2178000,Cirebon,Arsitektural,Sanitari
AS-012,Pasang Penutup Urinoar Acrylic,Pasang penutup acrylic urinoar,buah,168000,Cirebon,Arsitektural,Sanitari
AS-013,Pasang Sink alumunium,"Pasang sink alumunium menggunakan Royale/Modena, berikut dengan aksesorisnya.",set,698400,Cirebon,Arsitektural,Sanitari
AS-014,Pasang Kran dinding diameter 3/4" atau 1/2",Pasang kran dinding TOTO type standard,set,354700,Cirebon,Arsitektural,Sanitari
AS-015,Pasang Kran dinding leher angsa diameter 3/4" atau 1/2",Pasang kran dinding TOTO type standard,bh,476800,Cirebon,Arsitektural,Sanitari
AS-016,Pasang Kran wastafel TOTO T 205 MB.,"Pasang kran menggunakan TOTO T 205 MB, berikut dengan aksesoris pemasangan",unit,430600,Cirebon,Arsitektural,Sanitari
AS-017,Pasang Kran wastafel TOTO TX109LD.,"Pasang kran menggunakan TOTO TX109LD, berikut dengan aksesoris pemasangan",unit,840900,Cirebon,Arsitektural,Sanitari
AS-018,Pasang Kran Bak Air type wall mount (Kepala kran model tuas),"Pasang Kran Sink TOTO T30ARQ13N Wall Mount, berikut dengan aksesoris pemasangan",unit,722100,Cirebon,Arsitektural,Sanitari
AS-019,Pasang Kran Bak Air type wall mount (Kepala kran model putar bulat),"Pasang Kran Sink TOTO T30AR13V7N Wall Mount, berikut dengan aksesoris pemasangan",unit,559300,Cirebon,Arsitektural,Sanitari
AS-020,Pasang Kran Two way (outlet shower),Pasang kran Two way menggunakan San Ei F10C,set,535100,Cirebon,Arsitektural,Sanitari
AS-021,Pasang Kran dinding cabang TOTO TX4235TI,"Pasang kran dinding cabang menggunakan TOTO TX4235TI, berikut dengan aksesoris pemasangan",buah,768100,Cirebon,Arsitektural,Sanitari
AS-022,Pasang Kran sink dinding TOTO TX609K.,"Pasang kran dinding sink menggunakan TOTO TX609K, berikut dengan aksesoris pemasangan",buah,644900,Cirebon,Arsitektural,Sanitari
AS-023,Pasang Fixed shower spray, TOTO THX 20 nb,bh,372200,Cirebon,Arsitektural,Sanitari
AS-024,Pasang baru shower head,"Pasang baru shower head TX498SN TOTO, berikut dengan aksesoris pemasangan",unit,4222200,Cirebon,Arsitektural,Sanitari
AS-025,Pasang Floor drain TOTO 4" (Cover bulat),Pasang Floordrain menggunakan TOTO Floor drain dia 4" TX1AN ,bh,425500,Cirebon,Arsitektural,Sanitari
AS-026,Pasang Floor drain TOTO 4" (Cover Persegi),Pasang Floordrain menggunakan TOTO Floor drain dia 4" TX1BN (Cover Persegi 10x10 cm),bh,66550,Cirebon,Arsitektural,Sanitari
AS-027,Pasang Floor drain SanEI,Pasang Floordrain menggunakan SanEi Floor drain dia 4" (Cover Persegi 10x10 cm),unit,291300,Cirebon,Arsitektural,Sanitari
AS-028,Pasang Clean Out 2","Pasang clean out 2 "" menggunakan San Ei HN 58, material stainless steel/chrom",unit,192300,Cirebon,Arsitektural,Sanitari
AS-029,Pasang Clean out 4","Pasang clean out 4 "" menggunakan San Ei HN 58, material stainless steel/chrom",bh,275900,Cirebon,Arsitektural,Sanitari
AS-030,Pasang Clean Out 6","Pasang clean out 6 "" menggunakan San Ei HN 58, material stainless steel/chrom",unit,639000,Cirebon,Arsitektural,Sanitari
AS-031,Pasang tempat sabun,Pasang Tempat sabun menggunakan TOTO TS 126 AR berikut dengan aksesoris pemasangan,unit,280000,Cirebon,Arsitektural,Sanitari
AS-032,Pasang Baru Urinal Flush Valve,Pasang Urinal Flush Valve TOTO T60P. Berikut dengan aksesoris pemasangan,unit,1202400,Cirebon,Arsitektural,Sanitari
AS-033,Pasang Siphon/leher angsa wastafel,"Pasang siphon/ leher angsa menggunakan P trap TOTO Tx 709AN, berikut dengan aksesoris pemasangan",set,499800,Cirebon,Arsitektural,Sanitari
AS-034,Penggantian Afur Wastafel,Pemasangan afur wastafel menggunakan afur Toto standar ,unit,296800,Cirebon,Arsitektural,Sanitari
AS-035,Pasang shower + kran mixer,Pasang shower + kran mixer TX471SRR Toto,set,3691700,Cirebon,Arsitektural,Sanitari
AS-036,Pasang waterheater,Water heater baru menggunakan ariston type berikut ARISTON - ELECTRIC SLIM WATER HEATER FARWH-00-SL30DL350 berikut assesories (Kabel Flexible dll.),set,4437700,Cirebon,Arsitektural,Sanitari
AS-037,Pasang hand railing (toilet),"Pasang railling stainless 304. Pipa 1.5"" ss tebal 1.2mm, Planes 2""+Ring pipa, - Piser 8mm dan asesoris",m1,626900,Cirebon,Arsitektural,Sanitari
AS-038,Pasang Paper Holder,Paper holder menggunakan TOTO TX703AG berikut dengan aksesoris pemasangan,unit,743000,Cirebon,Arsitektural,Sanitari
AS-039,Pasang Sink eksisting,"Pasang sink alumunium eksisting. Termasuk accessories tambahan. Pemasangan dilakukan dengan hati-hati dan rapih, sampai sink terpasang & berfungsi dengan normal. ",set,135300,Cirebon,Arsitektural,Sanitari
AS-040,Pek.Pemasangan Cubicle toilet partisi Compact laminate Phenolic h.200 cm,"Pasang Cubicle Pintu : Panel Phenolic Board Door uk. 600x1800x12mm
Partisi : Panel Phenolic Board tebal 12 mm, ukuran disesuaikan desain
Door Hardware : Stainless steel Accessories
* Terdiri dari : Lock Set (Kunci lengkap dengan indicator)
                      : Hinges (Engsel system jepit)
                      : Coat hook (Stopper pintu yang juga berfungsi sebagai gantungan)
Rangka/Frame : Aluminium N/A
Kaki/Pedestal : Stainless steel
Screw Conection : Stainless steel",m2,2815300,Cirebon,Arsitektural,Sanitari
AS-041,Pasang kloset Duduk khusus difabel,Kloset duduk  TOTO type C 704 L/SW 784 JP berikut aksesoris nya,set,5900300,Cirebon,Arsitektural,Sanitari
AS-042,Pasang Washtafel gantung khusus Difabel,"Pasang Washtafel tipe LW 103 JT1 berikut aksesoris kran air T 205 QN + afur TX 709 AV4N, TX 277 S, TL 220 D, PJ /2 ,tempat sabun TOTO",set,2531200,Cirebon,Arsitektural,Sanitari
AS-043,Pasang Hand Shower ,"Pasang baru Hand shower with wall outlet TOTO type TX 433SJN,berikut aksesoris pemasangan",set,2763800,Cirebon,Arsitektural,Sanitari
AS-044,Pekerjaan Memasang Tandon air, Tandon air 5000 Lt  Penguin,unit,12328200,Cirebon,Arsitektural,Sanitari
AS-045,Pekerjaan pasang bio septictank biofil BF08,"Pasang bio septictank menggunakan Biofil BF08 ukuran 200x100x150cm, volume 3000 liter, kapasitas 8-12 orang/hari",unit,8486500,Cirebon,Arsitektural,Sanitari
AS-046,Pasang ijuk,Pekerjaan pengisian sumur resapan menggunakan serat ijuk ,m3,313500,Cirebon,Arsitektural,Sanitari
AS-047,Pasang batu split 2/3,Pekerjaan pengisian sumur resapan menggunakan batu split 2/3,m3,294500,Cirebon,Arsitektural,Sanitari
AS-048,Pasang batu kali ,Pekerjaan pengisian sumur resapan menggunakan batu kali ,m3,223200,Cirebon,Arsitektural,Sanitari
AS-049,Pasang Box Culvert,"Pasang Box Culvert ukuran lebar bersih 1x1 m, dan panjang 1.2 m, muktu beton K-350, dengan wiremesh U-50, Beton Elemenindo Perkasa, pemasangan dilakukan secara hati-hati dan rapi",Bh,5062200,Cirebon,Arsitektural,Sanitari
AT-001,Pasang Rumput gajah mini (RM),Tanaman rumput menggunakan rumput gajah mini,m2,60800,Cirebon,Arsitektural,Taman
MA-001,Pek. Pasang Pelampung Bola 1/2","Pekerjaan Pasang pelampung valve kuningan, bola PVC ukuran 1/2 inch onda.",unit,164100,Cirebon,Mekanikal,Mekanikal Alat
MA-002,Pek. Pasang Pelampung Bola 3/4","Pekerjaan Pasang pelampung valve kuningan, bola PVC ukuran 3/4 inch onda.",unit,246600,Cirebon,Mekanikal,Mekanikal Alat
MA-003,Pek. Pasang Pelampung Bola 2","Pekerjaan Pasang pelampung valve kuningan, bola stainless ukuran 2 inch onda.",unit,1729800,Cirebon,Mekanikal,Mekanikal Alat
MA-004,Pasang WLC,WLC 10 amp Omron G1F G  P,unit,459900,Cirebon,Mekanikal,Mekanikal Alat
MA-005,"Pemasangan pompa banjir head 6,5 m","Pemasangan pompa menggunakan Pompa celup Grundfos KPC300A head 6.5m, 216 liter/ menit, tegangan listrik 220 volt,diameter outlet 1 1/4"".",unit,2477700,Cirebon,Mekanikal,Mekanikal Alat
MA-006,Pemasangan pompa banjir head 10 m,"Pemasangan pompa menggunakan Pompa celup Grundfos KPC600A head 10m, 266 liter/ menit, tegangan listrik 220 volt,diameter outlet 1 1/4"".",unit,3725300,Cirebon,Mekanikal,Mekanikal Alat
MA-007,Pemasangan footvalve 3/4",Pemasangan menggunakan Foot Valve kuningan ukuran 3/4" Onda berikut dengan material pelengkapnya.,unit,111000,Cirebon,Mekanikal,Mekanikal Alat
MA-008,Pemasangan footvalve 1",Pemasangan menggunakan Foot Valve kuningan ukuran 1" Eurostop berikut dengan material pelengkapnya.,unit,231100,Cirebon,Mekanikal,Mekanikal Alat
MA-009,Pemasangan footvalve 1 1/2",Pemasangan menggunakan Foot Valve kuningan ukuran 1 1/2" Onda berikut dengan material pelengkapnya.,unit,264800,Cirebon,Mekanikal,Mekanikal Alat
MA-010,Pemasangan footvalve 2",Pemasangan menggunakan Foot Valve kuningan ukuran 2" Onda berikut dengan material pelengkapnya.,unit,382500,Cirebon,Mekanikal,Mekanikal Alat
MA-011,Pemasangan footvalve 4",Pemasangan menggunakan Foot Valve kuningan ukuran 4" Onda berikut dengan material pelengkapnya.,unit,1491800,Cirebon,Mekanikal,Mekanikal Alat
MA-012,Pemasangan Stop Kran Kuningan 1/2",Pemasangan valve menggunakan ball valve 1/2" kuningan KITZ berikut material pelengkapnya. ,bh,176400,Cirebon,Mekanikal,Mekanikal Alat
MA-013,Pemasangan Stop Kran Kuningan 3/4",Pemasangan valve menggunakan ball valve 3/4" kuningan KITZ berikut material pelengkapnya. ,bh,214900,Cirebon,Mekanikal,Mekanikal Alat
MA-014,Pemasangan Stop Kran Kuningan 1",Pemasangan valve menggunakan ball valve 1" kuningan KITZ berikut material pelengkapnya. ,bh,294100,Cirebon,Mekanikal,Mekanikal Alat
MA-015,Pemasangan Stop Kran Kuningan 1 1/2",Pemasangan valve menggunakan ball valve 1 1/2" kuningan KITZ berikut material pelengkapnya. ,bh,525100,Cirebon,Mekanikal,Mekanikal Alat
MA-016,Pemasangan Stop Kran Kuningan 2",Pemasangan valve menggunakan ball valve 2" kuningan KITZ berikut material pelengkapnya. ,bh,855400,Cirebon,Mekanikal,Mekanikal Alat
MA-017,Pemasangan Valve Kuningan 1/2",Pemasangan valve menggunakan gate valve 1/2" kuningan KITZ berikut material pelengkapnya. ,bh,150600,Cirebon,Mekanikal,Mekanikal Alat
